"Kingdom" "Phylum" "Class" "Order" "Family" "Genus" "Species"
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA NA
NA NA NA NA NA NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "Rhodospirillaceae" NA NA
"Bacteria" "Acidobacteria" "Acidobacteria_Gp6" "Gp6" NA NA NA
"Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Chitinophagaceae" "Ferruginibacter" NA
"Bacteria" "Verrucomicrobia" "Subdivision3" NA NA NA NA
"Bacteria" "Proteobacteria" "Betaproteobacteria" "Nitrosomonadales" "Nitrosomonadaceae" "Nitrosospira" NA
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Myxococcaceae" "Angiococcus" NA
"Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" NA NA NA
"Bacteria" "Armatimonadetes" "Armatimonadia" "Armatimonadales" "Armatimonadaceae" "Armatimonas/Armatimonadetes_gp1" NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "Acetobacteraceae" NA NA
"Bacteria" "Acidobacteria" "Acidobacteria_Gp3" "Gp3" NA NA NA
"Bacteria" "candidate_division_WPS-2" NA NA NA NA NA
"Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "Mycobacteriaceae" "Mycobacterium" NA
"Bacteria" "Planctomycetes" "Planctomycetia" "Planctomycetales" "Planctomycetaceae" "Planctopirus" NA
"Bacteria" "Planctomycetes" "Planctomycetia" "Planctomycetales" "Planctomycetaceae" "Singulisphaera" NA
"Bacteria" "Proteobacteria" "Gammaproteobacteria" NA NA NA NA
"Bacteria" "Proteobacteria" "Gammaproteobacteria" NA NA NA NA
"Bacteria" "Bacteroidetes" NA NA NA NA NA
"Bacteria" "Planctomycetes" "Planctomycetia" "Planctomycetales" "Planctomycetaceae" "Zavarzinella" NA
"Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Clostridiaceae_1" "Clostridium_sensu_stricto" NA
"Bacteria" "Proteobacteria" "Gammaproteobacteria" "Pseudomonadales" "Pseudomonadaceae" "Pseudomonas" NA
"Bacteria" "Acidobacteria" "Acidobacteria_Gp7" "Gp7" NA NA NA
"Bacteria" "Planctomycetes" "Planctomycetia" "Planctomycetales" "Planctomycetaceae" NA NA
"Bacteria" "Acidobacteria" "Acidobacteria_Gp1" NA NA NA NA
"Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Sphingobacteriaceae" "Mucilaginibacter" NA
"Bacteria" "Bacteroidetes" "Cytophagia" "Cytophagales" "Cytophagaceae" "Cytophaga" NA
"Bacteria" "Acidobacteria" "Acidobacteria_Gp3" "Candidatus_Solibacter" NA NA NA
"Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" NA NA NA
"Bacteria" "Acidobacteria" "Acidobacteria_Gp3" "Gp3" NA NA NA
"Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Oxalobacteraceae" "Collimonas" NA
"Bacteria" NA NA NA NA NA NA
"Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Chitinophagaceae" "Ferruginibacter" NA
"Bacteria" NA NA NA NA NA NA
"Bacteria" "Verrucomicrobia" "Subdivision3" NA NA NA NA
"Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "Mycobacteriaceae" "Mycobacterium" NA
"Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Chitinophagaceae" NA NA
"Bacteria" "Proteobacteria" "Betaproteobacteria" "Rhodocyclales" "Rhodocyclaceae" "Thauera" NA
"Bacteria" "Acidobacteria" "Acidobacteria_Gp5" "Gp5" NA NA NA
"Bacteria" "Verrucomicrobia" "Subdivision3" NA NA NA NA
NA NA NA NA NA NA NA
"Bacteria" NA NA NA NA NA NA
"Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "Streptomycetaceae" "Streptacidiphilus" NA
"Bacteria" "Planctomycetes" "Planctomycetia" "Planctomycetales" "Planctomycetaceae" "Gemmata" NA
"Bacteria" "Verrucomicrobia" "Opitutae" "Opitutales" "Opitutaceae" "Opitutus" NA
"Bacteria" "Verrucomicrobia" "Spartobacteria" NA NA NA NA
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Cystobacteraceae" "Anaeromyxobacter" NA
"Bacteria" NA NA NA NA NA NA
"Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Oxalobacteraceae" "Duganella" NA
"Bacteria" "Verrucomicrobia" "Spartobacteria" NA NA NA NA
"Bacteria" "Acidobacteria" "Acidobacteria_Gp4" "Gp4" NA NA NA
"Bacteria" "Proteobacteria" "Betaproteobacteria" NA NA NA NA
"Bacteria" "Acidobacteria" "Acidobacteria_Gp1" "Candidatus_Koribacter" NA NA NA
"Bacteria" "Planctomycetes" "Planctomycetia" "Planctomycetales" "Planctomycetaceae" NA NA
"Bacteria" "Verrucomicrobia" "Subdivision3" NA NA NA NA
"Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" NA NA NA
"Bacteria" "Bacteroidetes" NA NA NA NA NA
"Bacteria" NA NA NA NA NA NA
"Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "Nocardioidaceae" "Nocardioides" NA
"Bacteria" "Planctomycetes" "Planctomycetia" "Planctomycetales" "Planctomycetaceae" NA NA
"Bacteria" "Planctomycetes" "Planctomycetia" "Planctomycetales" "Planctomycetaceae" NA NA
"Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" NA NA NA
"Bacteria" "Verrucomicrobia" "Subdivision3" NA NA NA NA
"Bacteria" "Acidobacteria" "Acidobacteria_Gp3" "Gp3" NA NA NA
"Bacteria" "Chloroflexi" "Ktedonobacteria" "Ktedonobacterales" "Ktedonobacteraceae" "Ktedonobacter" NA
"Bacteria" "Planctomycetes" "Planctomycetia" "Planctomycetales" "Planctomycetaceae" "Thermogutta" NA
"Bacteria" "Verrucomicrobia" "Spartobacteria" NA NA NA NA
"Bacteria" "Verrucomicrobia" "Spartobacteria" NA NA NA NA
"Bacteria" NA NA NA NA NA NA
"Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Chitinophagaceae" "Terrimonas" NA
"Bacteria" "Actinobacteria" "Actinobacteria" "Acidimicrobiales" "Iamiaceae" "Aquihabitans" NA
"Bacteria" "candidate_division_WPS-2" NA NA NA NA NA
"Bacteria" "Planctomycetes" "Planctomycetia" "Planctomycetales" "Planctomycetaceae" NA NA
"Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Chitinophagaceae" "Ferruginibacter" NA
"Bacteria" NA NA NA NA NA NA
"Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Chitinophagaceae" "Parafilimonas" NA
"Bacteria" "Proteobacteria" NA NA NA NA NA
"Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "Mycobacteriaceae" "Mycobacterium" NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" "Rhodopseudomonas" NA
"Bacteria" "Planctomycetes" "Planctomycetia" NA NA NA NA
"Bacteria" "Planctomycetes" "Planctomycetia" "Planctomycetales" "Planctomycetaceae" NA NA
"Bacteria" "Acidobacteria" "Acidobacteria_Gp1" "Granulicella" NA NA NA
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" NA NA NA
"Bacteria" "Bacteroidetes" NA NA NA NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" "Phenylobacterium" NA
"Bacteria" "Actinobacteria" "Actinobacteria" "Solirubrobacterales" "Conexibacteraceae" "Conexibacter" NA
"Bacteria" "Planctomycetes" "Planctomycetia" "Planctomycetales" "Planctomycetaceae" "Zavarzinella" NA
"Bacteria" "Acidobacteria" "Acidobacteria_Gp7" "Gp7" NA NA NA
"Bacteria" "Proteobacteria" "Betaproteobacteria" "Rhodocyclales" "Rhodocyclaceae" NA NA
"Bacteria" "Bacteroidetes" NA NA NA NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "Acetobacteraceae" NA NA
"Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "Micromonosporaceae" "Actinoplanes" NA
"Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Burkholderiaceae" "Burkholderia" "symbiont"
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiales_incertae_sedis" "Bauldia" NA
"Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "Nocardioidaceae" "Marmoricola" NA
"Bacteria" "Cyanobacteria/Chloroplast" "Chloroplast" "Chloroplast" "Streptophyta" NA NA
"Bacteria" "Proteobacteria" "Gammaproteobacteria" NA NA NA NA
"Bacteria" "Verrucomicrobia" "Spartobacteria" NA NA NA NA
"Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "Micromonosporaceae" "Actinoplanes" "digitatis"
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "Rhodospirillaceae" "Dongia" NA
"Bacteria" "Acidobacteria" "Acidobacteria_Gp3" "Gp3" NA NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" NA NA NA
"Bacteria" "Bacteroidetes" "Cytophagia" "Cytophagales" "Cytophagaceae" "Cytophaga" NA
"Bacteria" NA NA NA NA NA NA
"Bacteria" NA NA NA NA NA NA
"Bacteria" NA NA NA NA NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Blastomonas" NA
"Bacteria" NA NA NA NA NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" NA NA
"Bacteria" "Bacteroidetes" "Cytophagia" "Cytophagales" "Cytophagaceae" NA NA
"Bacteria" NA NA NA NA NA NA
"Bacteria" "Chloroflexi" "Chloroflexia" "Chloroflexales" "Chloroflexaceae" "Heliothrix" NA
"Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Oxalobacteraceae" "Massilia" NA
"Bacteria" "Proteobacteria" "Betaproteobacteria" NA NA NA NA
"Bacteria" "Acidobacteria" "Acidobacteria_Gp1" "Granulicella" NA NA NA
"Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "Thermomonosporaceae" NA NA
"Bacteria" "Actinobacteria" "Actinobacteria" "Acidimicrobiales" "Iamiaceae" NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "Acetobacteraceae" "Acidisoma" NA
"Bacteria" "Acidobacteria" "Acidobacteria_Gp6" "Gp6" NA NA NA
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Labilitrichaceae" "Labilithrix" NA
"Bacteria" "Armatimonadetes" "Armatimonadetes_gp5" NA NA NA NA
"Bacteria" "Planctomycetes" "Planctomycetia" "Planctomycetales" "Planctomycetaceae" "Gemmata" NA
"Bacteria" "Acidobacteria" "Acidobacteria_Gp6" "Gp6" NA NA NA
"Bacteria" NA NA NA NA NA NA
"Bacteria" "Planctomycetes" "Planctomycetia" "Planctomycetales" "Planctomycetaceae" NA NA
"Bacteria" NA NA NA NA NA NA
"Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "Streptomycetaceae" "Streptomyces" NA
"Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Chitinophagaceae" NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonas" NA
"Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Chitinophagaceae" "Ferruginibacter" NA
"Bacteria" "Acidobacteria" "Acidobacteria_Gp3" "Gp3" NA NA NA
"Bacteria" "Verrucomicrobia" "Spartobacteria" NA NA NA NA
"Bacteria" "Acidobacteria" "Acidobacteria_Gp1" "Gp1" NA NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "Acetobacteraceae" NA NA
"Bacteria" "Actinobacteria" "Actinobacteria" "Solirubrobacterales" "Conexibacteraceae" "Conexibacter" NA
"Bacteria" "Acidobacteria" "Acidobacteria_Gp2" "Gp2" NA NA NA
"Bacteria" "Bacteroidetes" NA NA NA NA NA
"Bacteria" "Acidobacteria" "Acidobacteria_Gp4" "Gp4" NA NA NA
"Bacteria" "Proteobacteria" "Betaproteobacteria" NA NA NA NA
"Bacteria" NA NA NA NA NA NA
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Polyangiaceae" NA NA
"Bacteria" "Verrucomicrobia" "Subdivision3" NA NA NA NA
"Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Chitinophagaceae" "Parasegetibacter" NA
"Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Chitinophagaceae" NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Polymorphobacter" NA
"Bacteria" "Acidobacteria" "Acidobacteria_Gp6" "Gp6" NA NA NA
"Bacteria" NA NA NA NA NA NA
"Bacteria" "Actinobacteria" "Actinobacteria" "Solirubrobacterales" "Conexibacteraceae" "Conexibacter" NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" "Phenylobacterium" NA
"Bacteria" "Planctomycetes" "Planctomycetia" "Planctomycetales" "Planctomycetaceae" "Aquisphaera" NA
"Bacteria" "Proteobacteria" "Gammaproteobacteria" "Xanthomonadales" "Sinobacteraceae" "Nevskia" NA
"Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "Micromonosporaceae" "Actinoplanes" NA
"Bacteria" NA NA NA NA NA NA
"Bacteria" "Acidobacteria" "Acidobacteria_Gp3" "Gp3" NA NA NA
"Bacteria" "Planctomycetes" "Planctomycetia" "Planctomycetales" "Planctomycetaceae" "Singulisphaera" NA
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" NA NA NA
"Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" NA NA NA
"Bacteria" "Actinobacteria" "Actinobacteria" "Solirubrobacterales" "Conexibacteraceae" "Conexibacter" NA
"Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Comamonadaceae" "Ramlibacter" NA
"Bacteria" "Acidobacteria" "Acidobacteria_Gp3" "Gp3" NA NA NA
NA NA NA NA NA NA NA
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" NA NA NA
"Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Chitinophagaceae" NA NA
"Bacteria" "Planctomycetes" "Planctomycetia" "Planctomycetales" "Planctomycetaceae" "Singulisphaera" NA
"Bacteria" "Proteobacteria" "Gammaproteobacteria" NA NA NA NA
"Bacteria" "candidate_division_WPS-2" NA NA NA NA NA
"Bacteria" "Acidobacteria" "Acidobacteria_Gp2" "Gp2" NA NA NA
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Cystobacteraceae" "Cystobacter" NA
"Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "Micromonosporaceae" "Micromonospora" NA
"Bacteria" "Proteobacteria" "Gammaproteobacteria" NA NA NA NA
"Bacteria" "Acidobacteria" "Acidobacteria_Gp17" "Gp17" NA NA NA
"Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" "Gemmatimonas" NA
"Bacteria" NA NA NA NA NA NA
"Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Chitinophagaceae" NA NA
"Bacteria" "Acidobacteria" "Acidobacteria_Gp4" "Gp4" NA NA NA
"Bacteria" NA NA NA NA NA NA
"Bacteria" NA NA NA NA NA NA
"Bacteria" "Planctomycetes" "Planctomycetia" "Planctomycetales" "Planctomycetaceae" "Gemmata" NA
"Bacteria" "Verrucomicrobia" "Subdivision3" NA NA NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "Rhodospirillaceae" NA NA
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Labilitrichaceae" "Labilithrix" NA
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Polyangiaceae" NA NA
"Bacteria" "Proteobacteria" NA NA NA NA NA
"Bacteria" "Actinobacteria" "Actinobacteria" "Solirubrobacterales" NA NA NA
"Bacteria" "Verrucomicrobia" "Spartobacteria" NA NA NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "Acetobacteraceae" NA NA
"Bacteria" "Proteobacteria" "Betaproteobacteria" NA NA NA NA
"Bacteria" "Planctomycetes" "Planctomycetia" "Planctomycetales" "Planctomycetaceae" "Aquisphaera" NA
"Bacteria" NA NA NA NA NA NA
"Bacteria" "Acidobacteria" "Acidobacteria_Gp1" "Granulicella" NA NA NA
"Bacteria" NA NA NA NA NA NA
"Bacteria" NA NA NA NA NA NA
"Bacteria" "Acidobacteria" "Acidobacteria_Gp17" "Gp17" NA NA NA
"Bacteria" "Acidobacteria" "Acidobacteria_Gp3" "Gp3" NA NA NA
"Bacteria" "Acidobacteria" "Acidobacteria_Gp1" "Gp1" NA NA NA
"Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Chitinophagaceae" "Ferruginibacter" NA
"Bacteria" "Planctomycetes" "Planctomycetia" "Planctomycetales" "Planctomycetaceae" "Pirellula" NA
"Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Chitinophagaceae" "Chitinophaga" NA
"Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Chitinophagaceae" NA NA
"Bacteria" "Verrucomicrobia" "Subdivision3" NA NA NA NA
"Bacteria" "Verrucomicrobia" "Spartobacteria" NA NA NA NA
NA NA NA NA NA NA NA
"Bacteria" "Planctomycetes" "Planctomycetia" "Planctomycetales" "Planctomycetaceae" NA NA
"Bacteria" "Planctomycetes" "Planctomycetia" "Planctomycetales" "Planctomycetaceae" NA NA
"Bacteria" NA NA NA NA NA NA
"Bacteria" "candidate_division_WPS-1" NA NA NA NA NA
"Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "Cryptosporangiaceae" "Jatrophihabitans" NA
"Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" NA NA NA
"Bacteria" "Verrucomicrobia" "Spartobacteria" NA NA NA NA
"Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Chitinophagaceae" NA NA
"Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Chitinophagaceae" "Ferruginibacter" NA
"Bacteria" "Proteobacteria" "Betaproteobacteria" NA NA NA NA
"Bacteria" "Verrucomicrobia" "Spartobacteria" NA NA NA NA
"Bacteria" "Actinobacteria" "Actinobacteria" "Gaiellales" "Gaiellaceae" "Gaiella" NA
"Bacteria" "Proteobacteria" "Gammaproteobacteria" "Xanthomonadales" NA NA NA
"Bacteria" "Acidobacteria" "Acidobacteria_Gp1" "Gp1" NA NA NA
"Bacteria" "Planctomycetes" "Planctomycetia" "Planctomycetales" "Planctomycetaceae" "Aquisphaera" NA
"Bacteria" NA NA NA NA NA NA
"Bacteria" "Planctomycetes" "Planctomycetia" "Planctomycetales" "Planctomycetaceae" "Gemmata" NA
"Bacteria" NA NA NA NA NA NA
"Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Chitinophagaceae" "Ferruginibacter" NA
"Bacteria" "Proteobacteria" "Gammaproteobacteria" "Xanthomonadales" "Xanthomonadaceae" NA NA
"Bacteria" "Acidobacteria" "Acidobacteria_Gp10" "Gp10" NA NA NA
"Bacteria" NA NA NA NA NA NA
"Bacteria" "Acidobacteria" "Acidobacteria_Gp4" "Gp4" NA NA NA
"Bacteria" "Bacteroidetes" "Cytophagia" "Cytophagales" "Chryseolinea" NA NA
"Bacteria" "Acidobacteria" "Acidobacteria_Gp6" "Gp6" NA NA NA
"Bacteria" "Planctomycetes" "Planctomycetia" "Planctomycetales" "Planctomycetaceae" "Singulisphaera" NA
"Bacteria" "candidate_division_WPS-1" NA NA NA NA NA
"Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "Sporichthyaceae" "Sporichthya" NA
"Bacteria" "Proteobacteria" "Betaproteobacteria" NA NA NA NA
"Bacteria" "Planctomycetes" "Planctomycetia" "Planctomycetales" "Planctomycetaceae" NA NA
"Bacteria" "Acidobacteria" "Acidobacteria_Gp6" "Gp6" NA NA NA
"Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "Nocardioidaceae" "Marmoricola" "bigeumensis"
"Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Paenibacillaceae_1" "Paenibacillus" NA
"Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Chitinophagaceae" "Terrimonas" NA
"Bacteria" NA NA NA NA NA NA
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" NA NA NA
"Bacteria" "Verrucomicrobia" "Spartobacteria" NA NA NA NA
"Bacteria" "candidate_division_WPS-1" NA NA NA NA NA
"Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Chitinophagaceae" "Flavisolibacter" NA
"Bacteria" "Chloroflexi" "Ktedonobacteria" "Ktedonobacterales" "Ktedonobacteraceae" "Ktedonobacter" NA
"Bacteria" NA NA NA NA NA NA
"Bacteria" "Proteobacteria" "Gammaproteobacteria" "Xanthomonadales" "Sinobacteraceae" "Povalibacter" NA
"Bacteria" "Actinobacteria" "Actinobacteria" "Solirubrobacterales" "Conexibacteraceae" "Conexibacter" NA
"Bacteria" "Acidobacteria" "Acidobacteria_Gp1" "Granulicella" NA NA NA
"Bacteria" "Latescibacteria" NA NA NA NA NA
"Bacteria" NA NA NA NA NA NA
"Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Chitinophagaceae" "Sediminibacterium" NA
"Bacteria" "Acidobacteria" "Acidobacteria_Gp25" "Gp25" NA NA NA
"Bacteria" "Actinobacteria" "Actinobacteria" "Gaiellales" "Gaiellaceae" "Gaiella" NA
"Bacteria" "Planctomycetes" "Planctomycetia" "Planctomycetales" "Planctomycetaceae" "Gemmata" NA
"Bacteria" "Verrucomicrobia" "Subdivision3" NA NA NA NA
"Bacteria" "Planctomycetes" "Planctomycetia" "Planctomycetales" "Planctomycetaceae" "Pirellula" NA
"Bacteria" "Actinobacteria" NA NA NA NA NA
"Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" "Gemmatimonas" NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Xanthobacteraceae" "Pseudolabrys" NA
"Bacteria" "Acidobacteria" "Acidobacteria_Gp3" "Gp3" NA NA NA
"Bacteria" "Proteobacteria" "Gammaproteobacteria" NA NA NA NA
"Bacteria" "Proteobacteria" "Gammaproteobacteria" "Pseudomonadales" "Pseudomonadaceae" "Cellvibrio" NA
"Bacteria" "Verrucomicrobia" "Spartobacteria" NA NA NA NA
"Bacteria" "Acidobacteria" "Acidobacteria_Gp1" "Gp1" NA NA NA
"Bacteria" "Acidobacteria" "Acidobacteria_Gp3" "Gp3" NA NA NA
"Bacteria" "Actinobacteria" "Actinobacteria" "Solirubrobacterales" "Conexibacteraceae" "Conexibacter" NA
"Bacteria" "Cyanobacteria/Chloroplast" "Cyanobacteria" NA NA NA NA
NA NA NA NA NA NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" "Bradyrhizobium" NA
"Bacteria" "candidate_division_WPS-1" NA NA NA NA NA
"Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Chitinophagaceae" NA NA
"Bacteria" "Acidobacteria" "Acidobacteria_Gp6" "Gp6" NA NA NA
"Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Chitinophagaceae" "Sediminibacterium" NA
"Bacteria" "Bacteroidetes" "Cytophagia" "Cytophagales" "Chryseolinea" NA NA
"Bacteria" NA NA NA NA NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" NA NA NA NA
"Bacteria" "Verrucomicrobia" "Subdivision3" NA NA NA NA
"Bacteria" "Actinobacteria" "Actinobacteria" "Acidimicrobiales" NA NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" "Phenylobacterium" NA
"Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Sphingobacteriaceae" "Mucilaginibacter" NA
"Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Myxococcaceae" "Aggregicoccus" NA
"Bacteria" "Planctomycetes" "Planctomycetia" "Planctomycetales" "Planctomycetaceae" "Zavarzinella" NA
"Bacteria" "Acidobacteria" "Acidobacteria_Gp16" "Gp16" NA NA NA
"Bacteria" "Acidobacteria" NA NA NA NA NA
"Bacteria" "Actinobacteria" "Actinobacteria" "Acidimicrobiales" NA NA NA
"Bacteria" NA NA NA NA NA NA
"Bacteria" "Acidobacteria" "Acidobacteria_Gp3" "Gp3" NA NA NA
"Bacteria" "Acidobacteria" "Acidobacteria_Gp6" "Gp6" NA NA NA
"Bacteria" NA NA NA NA NA NA
"Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Chitinophagaceae" "Terrimonas" NA
"Bacteria" "Planctomycetes" "Planctomycetia" "Planctomycetales" "Planctomycetaceae" "Singulisphaera" NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiales_incertae_sedis" "Bauldia" NA
"Bacteria" "Proteobacteria" "Gammaproteobacteria" "Xanthomonadales" "Xanthomonadaceae" NA NA
"Bacteria" "Planctomycetes" "Planctomycetia" "Planctomycetales" "Planctomycetaceae" "Zavarzinella" NA
"Bacteria" "candidate_division_WPS-1" NA NA NA NA NA
"Bacteria" "candidate_division_WPS-1" NA NA NA NA NA
"Bacteria" "Planctomycetes" "Planctomycetia" "Planctomycetales" "Planctomycetaceae" "Zavarzinella" NA
"Bacteria" "Actinobacteria" "Actinobacteria" "Acidimicrobiales" "Acidimicrobineae_incertae_sedis" "Aciditerrimonas" NA
"Bacteria" "candidate_division_WPS-1" NA NA NA NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Novosphingobium" "taihuense"
"Bacteria" "Acidobacteria" "Acidobacteria_Gp1" "Candidatus_Koribacter" NA NA NA
"Bacteria" "Proteobacteria" "Betaproteobacteria" "Neisseriales" "Neisseriaceae" "Formivibrio" NA
"Bacteria" "Proteobacteria" "Deltaproteobacteria" NA NA NA NA
"Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Chitinophagaceae" NA NA
"Bacteria" "Planctomycetes" "Planctomycetia" "Planctomycetales" "Planctomycetaceae" NA NA
"Bacteria" "Planctomycetes" "Planctomycetia" "Planctomycetales" "Planctomycetaceae" "Gimesia" NA
"Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Oxalobacteraceae" "Massilia" NA
"Archaea" "Thaumarchaeota" "Nitrososphaerales" "Nitrososphaeraceae" "Nitrososphaera" NA NA
"Bacteria" "Verrucomicrobia" "Subdivision3" NA NA NA NA
