"Kingdom" "Phylum" "Class" "Order" "Family" "Genus" "Species"
"Bacteria" "Planctomycetota" "Planctomycetes" "Pirellulales" "Pirellulaceae" "Pirellula" NA
"Bacteria" "Bacteroidota" "Bacteroidia" "Cytophagales" "Microscillaceae" NA NA
"Bacteria" "Actinobacteriota" "Actinobacteria" "Corynebacteriales" "Nocardiaceae" "Rhodococcus" NA
"Bacteria" "Myxococcota" "Polyangia" "Polyangiales" "BIrii41" NA NA
"Bacteria" "Bacteroidota" "Bacteroidia" "Sphingobacteriales" "env.OPS 17" NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Actinobacteriota" "Actinobacteria" "Micrococcales" "Micrococcaceae" "Rothia" "dentocariosa"
"Bacteria" "Proteobacteria" NA NA NA NA NA
"Bacteria" "Bacteroidota" "Bacteroidia" "Chitinophagales" "Chitinophagaceae" NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Micropepsales" "Micropepsaceae" NA NA
"Bacteria" "Acidobacteriota" "Acidobacteriae" "Acidobacteriales" "Acidobacteriaceae (Subgroup 1)" "Acidipila-Silvibacterium" NA
"Bacteria" "Proteobacteria" "Gammaproteobacteria" NA NA NA NA
"Bacteria" "Acidobacteriota" "Acidobacteriae" "Bryobacterales" "Bryobacteraceae" "Bryobacter" NA
"Bacteria" "Planctomycetota" "Planctomycetes" "Gemmatales" "Gemmataceae" NA NA
"Bacteria" "Acidobacteriota" "Acidobacteriae" "Solibacterales" "Solibacteraceae" "Candidatus Solibacter" NA
"Bacteria" "Chloroflexi" "TK10" NA NA NA NA
"Bacteria" "Firmicutes" "Bacilli" "Paenibacillales" "Paenibacillaceae" "Paenibacillus" NA
"Bacteria" "Myxococcota" "Myxococcia" "Myxococcales" "Myxococcaceae" NA NA
"Bacteria" "Proteobacteria" "Gammaproteobacteria" "WD260" NA NA NA
"Bacteria" "Planctomycetota" "Planctomycetes" "Pirellulales" "Pirellulaceae" NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" NA NA
"Bacteria" "Cyanobacteria" "Cyanobacteriia" "Leptolyngbyales" "Leptolyngbyaceae" "Phormidesmis ANT.L52.6" NA
"Bacteria" "Planctomycetota" "Phycisphaerae" "Tepidisphaerales" "WD2101 soil group" NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Actinobacteriota" "Actinobacteria" "Frankiales" "Frankiaceae" "Frankia" NA
"Bacteria" "Planctomycetota" "Planctomycetes" "Gemmatales" "Gemmataceae" "Gemmata" NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Bacteroidota" "Bacteroidia" "Sphingobacteriales" "AKYH767" NA NA
"Bacteria" "Elusimicrobiota" "Lineage IIa" NA NA NA NA
"Bacteria" "Planctomycetota" "Planctomycetes" "Isosphaerales" "Isosphaeraceae" "Candidatus Nostocoida" NA
"Bacteria" "Planctomycetota" "Planctomycetes" "Gemmatales" "Gemmataceae" NA NA
"Bacteria" "Proteobacteria" "Gammaproteobacteria" "Coxiellales" "Coxiellaceae" "Coxiella" NA
"Bacteria" "Dependentiae" "Babeliae" "Babeliales" NA NA NA
"Bacteria" "Dependentiae" "Babeliae" "Babeliales" NA NA NA
"Bacteria" "Actinobacteriota" "Actinobacteria" "Frankiales" NA NA NA
"Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Pedosphaerales" "Pedosphaeraceae" NA NA
"Bacteria" "Proteobacteria" "Gammaproteobacteria" "Diplorickettsiales" "Diplorickettsiaceae" NA NA
"Bacteria" "Proteobacteria" "Gammaproteobacteria" "Diplorickettsiales" "Diplorickettsiaceae" NA NA
"Bacteria" "Chloroflexi" "Ktedonobacteria" "Ktedonobacterales" "Ktedonobacteraceae" NA NA
"Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Pedosphaerales" "Pedosphaeraceae" NA NA
"Bacteria" "Actinobacteriota" "Actinobacteria" "Frankiales" "Frankiaceae" "Jatrophihabitans" NA
"Bacteria" "Cyanobacteria" "Vampirivibrionia" "Obscuribacterales" "Obscuribacteraceae" NA NA
"Bacteria" "Actinobacteriota" "Thermoleophilia" "Gaiellales" NA NA NA
"Bacteria" "Planctomycetota" "Planctomycetes" "Gemmatales" "Gemmataceae" "Gemmata" NA
"Bacteria" NA NA NA NA NA NA
"Bacteria" "Proteobacteria" "Gammaproteobacteria" "Coxiellales" "Coxiellaceae" "Coxiella" NA
"Bacteria" "Acidobacteriota" "Acidobacteriae" "Bryobacterales" "Bryobacteraceae" "Bryobacter" NA
"Bacteria" "Acidobacteriota" "Acidobacteriae" "Solibacterales" "Solibacteraceae" "Candidatus Solibacter" NA
"Bacteria" "Acidobacteriota" "Vicinamibacteria" "Vicinamibacterales" NA NA NA
"Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Planococcaceae" "Solibacillus" "silvestris"
"Bacteria" "Planctomycetota" "Planctomycetes" "Gemmatales" "Gemmataceae" NA NA
"Bacteria" "Planctomycetota" "Planctomycetes" "Gemmatales" "Gemmataceae" NA NA
"Bacteria" "Acidobacteriota" "Acidobacteriae" "Solibacterales" "Solibacteraceae" "Candidatus Solibacter" NA
"Bacteria" "Elusimicrobiota" "Elusimicrobia" "Lineage IV" NA NA NA
"Bacteria" "Planctomycetota" "Planctomycetes" "Planctomycetales" "Gimesiaceae" NA NA
"Bacteria" "Proteobacteria" "Gammaproteobacteria" "Burkholderiales" "A21b" NA NA
"Bacteria" "Chloroflexi" "Ktedonobacteria" "Ktedonobacterales" "Ktedonobacteraceae" "1921-2" NA
"Bacteria" "Acidobacteriota" "Vicinamibacteria" "Vicinamibacterales" NA NA NA
"Bacteria" "Planctomycetota" "Planctomycetes" "Gemmatales" "Gemmataceae" NA NA
"Bacteria" "Acidobacteriota" "Blastocatellia" "Pyrinomonadales" "Pyrinomonadaceae" "RB41" NA
"Bacteria" "Chloroflexi" "AD3" NA NA NA NA
"Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Chthoniobacterales" "Chthoniobacteraceae" "Chthoniobacter" NA
"Bacteria" "Dependentiae" "Babeliae" "Babeliales" "Vermiphilaceae" NA NA
"Bacteria" "Verrucomicrobiota" "Chlamydiae" "Chlamydiales" "cvE6" NA NA
"Bacteria" "Dependentiae" "Babeliae" "Babeliales" "Vermiphilaceae" NA NA
"Bacteria" "Bacteroidota" "Bacteroidia" "Sphingobacteriales" "Sphingobacteriaceae" "Mucilaginibacter" NA
"Bacteria" "Myxococcota" "Polyangia" "Polyangiales" "Polyangiaceae" "Pajaroellobacter" NA
"Bacteria" "Acidobacteriota" "Acidobacteriae" "Subgroup 2" NA NA NA
"Bacteria" "Verrucomicrobiota" "Chlamydiae" "Chlamydiales" "cvE6" NA NA
"Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Chthoniobacterales" "Terrimicrobiaceae" "FukuN18 freshwater group" NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Proteobacteria" "Gammaproteobacteria" "Steroidobacterales" "Steroidobacteraceae" NA NA
"Bacteria" "Fibrobacterota" "Fibrobacteria" "Fibrobacterales" "Fibrobacteraceae" "possible genus 04" NA
"Bacteria" "Planctomycetota" "Planctomycetes" "Gemmatales" "Gemmataceae" NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Elsterales" "Elsteraceae" "Aliidongia" NA
"Bacteria" "Actinobacteriota" "Actinobacteria" "Frankiales" "Acidothermaceae" "Acidothermus" NA
"Bacteria" "Proteobacteria" "Gammaproteobacteria" "Salinisphaerales" "Solimonadaceae" "Nevskia" NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" NA NA NA
"Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Pedosphaerales" "Pedosphaeraceae" NA NA
"Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Pedosphaerales" "Pedosphaeraceae" NA NA
"Bacteria" "Myxococcota" "Polyangia" "Polyangiales" "Polyangiaceae" NA NA
"Bacteria" "Cyanobacteria" "Vampirivibrionia" "Obscuribacterales" "Obscuribacteraceae" NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Planctomycetota" NA NA NA NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Bacteroidota" "Bacteroidia" "Chitinophagales" "Chitinophagaceae" "Aurantisolimonas" NA
"Bacteria" "Verrucomicrobiota" "Chlamydiae" "Chlamydiales" "cvE6" NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" NA NA NA
"Bacteria" "Proteobacteria" "Gammaproteobacteria" "Legionellales" "Legionellaceae" "Legionella" NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Elsterales" NA NA NA
"Bacteria" "Myxococcota" "Polyangia" "Polyangiales" "Sandaracinaceae" NA NA
"Bacteria" "Planctomycetota" "Planctomycetes" "Planctomycetales" NA NA NA
"Bacteria" "Patescibacteria" "Saccharimonadia" "Saccharimonadales" NA NA NA
"Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Pedosphaerales" "Pedosphaeraceae" "SH3-11" NA
"Bacteria" "Planctomycetota" "Planctomycetes" "Gemmatales" "Gemmataceae" NA NA
"Bacteria" "Actinobacteriota" "Thermoleophilia" "Solirubrobacterales" "Solirubrobacteraceae" "Solirubrobacter" NA
"Bacteria" "Planctomycetota" "Planctomycetes" "Gemmatales" "Gemmataceae" NA NA
"Bacteria" "Myxococcota" "Polyangia" "Haliangiales" "Haliangiaceae" "Haliangium" NA
"Bacteria" "Patescibacteria" "Saccharimonadia" "Saccharimonadales" NA NA NA
"Bacteria" "Latescibacterota" NA NA NA NA NA
"Bacteria" "Planctomycetota" "Planctomycetes" "Gemmatales" "Gemmataceae" NA NA
"Bacteria" "Bacteroidota" "Bacteroidia" "Flavobacteriales" "Flavobacteriaceae" "Flavobacterium" NA
"Bacteria" "Bdellovibrionota" "Bdellovibrionia" "Bdellovibrionales" "Bdellovibrionaceae" "Bdellovibrio" NA
"Bacteria" "Armatimonadota" "Chthonomonadetes" "Chthonomonadales" NA NA NA
"Bacteria" "Planctomycetota" "Phycisphaerae" "Tepidisphaerales" "WD2101 soil group" NA NA
"Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Verrucomicrobiales" "Verrucomicrobiaceae" NA NA
"Bacteria" "Bacteroidota" "Bacteroidia" "Cytophagales" "Microscillaceae" NA NA
"Bacteria" "Bacteroidota" "Bacteroidia" "Sphingobacteriales" "AKYH767" NA NA
"Bacteria" "Cyanobacteria" "Cyanobacteriia" "Chloroplast" NA NA NA
"Bacteria" "Bacteroidota" "Bacteroidia" "Chitinophagales" "Chitinophagaceae" "Rurimicrobium" NA
"Bacteria" "Bdellovibrionota" "Oligoflexia" "0319-6G20" NA NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" NA NA NA NA
"Bacteria" "Bdellovibrionota" "Oligoflexia" "0319-6G20" NA NA NA
"Bacteria" "Planctomycetota" "Phycisphaerae" "Tepidisphaerales" "WD2101 soil group" NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Chloroflexi" "Anaerolineae" "Anaerolineales" "Anaerolineaceae" NA NA
"Bacteria" "Myxococcota" "Polyangia" "mle1-27" NA NA NA
"Bacteria" "Chloroflexi" "Ktedonobacteria" "Ktedonobacterales" "Ktedonobacteraceae" "1921-3" NA
"Bacteria" "Bacteroidota" "Bacteroidia" "Chitinophagales" "37-13" NA NA
"Bacteria" "Planctomycetota" "Planctomycetes" "Gemmatales" "Gemmataceae" NA NA
"Bacteria" "Planctomycetota" "Planctomycetes" "Isosphaerales" "Isosphaeraceae" "Candidatus Nostocoida" NA
"Bacteria" "Bdellovibrionota" "Bdellovibrionia" "Bacteriovoracales" "Bacteriovoracaceae" "Peredibacter" NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Novosphingobium" NA
"Bacteria" "Actinobacteriota" "Thermoleophilia" "Solirubrobacterales" "Solirubrobacteraceae" "Patulibacter" NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Bacteroidota" "Bacteroidia" "Flavobacteriales" "NS9 marine group" NA NA
"Bacteria" "Bacteroidota" "Bacteroidia" "Cytophagales" "Microscillaceae" NA NA
"Bacteria" "Planctomycetota" "Planctomycetes" "Pirellulales" "Pirellulaceae" NA NA
"Bacteria" "Planctomycetota" "Planctomycetes" "Pirellulales" "Pirellulaceae" NA NA
"Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Opitutales" "Opitutaceae" "Diplosphaera" NA
"Bacteria" "Chloroflexi" "JG30-KF-CM66" NA NA NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Dongiales" "Dongiaceae" "Dongia" NA
"Bacteria" "Actinobacteriota" "Actinobacteria" "Frankiales" "Sporichthyaceae" "Longivirga" "aurantiaca"
"Bacteria" "Bacteroidota" "Bacteroidia" "Chitinophagales" "Chitinophagaceae" "Niastella" NA
"Bacteria" "Elusimicrobiota" "Lineage IIa" NA NA NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "SM2D12" NA NA
"Bacteria" NA NA NA NA NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Labraceae" "Labrys" "methylaminiphilus"
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Micropepsales" "Micropepsaceae" "Rhizomicrobium" NA
"Bacteria" "Chloroflexi" "Ktedonobacteria" "Ktedonobacterales" "Ktedonobacteraceae" "FCPS473" NA
"Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" NA NA NA NA
"Bacteria" "Acidobacteriota" "Vicinamibacteria" "Vicinamibacterales" "Vicinamibacteraceae" NA NA
"Bacteria" "Bacteroidota" "Bacteroidia" "Chitinophagales" "Chitinophagaceae" NA NA
"Bacteria" "Firmicutes" "Clostridia" "Thermincolales" "Thermincolaceae" "Thermincola" NA
"Bacteria" "Acidobacteriota" "Vicinamibacteria" "Vicinamibacterales" "Vicinamibacteraceae" NA NA
"Bacteria" "Acidobacteriota" "Vicinamibacteria" "Vicinamibacterales" NA NA NA
"Bacteria" "Proteobacteria" "Gammaproteobacteria" "Coxiellales" "Coxiellaceae" "Coxiella" NA
"Bacteria" "Planctomycetota" "Pla4 lineage" NA NA NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Bacteroidota" "Bacteroidia" "Chitinophagales" NA NA NA
"Bacteria" "Armatimonadota" "Fimbriimonadia" "Fimbriimonadales" "Fimbriimonadaceae" NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" NA NA NA
"Bacteria" "Bacteroidota" "Bacteroidia" "Chitinophagales" "Chitinophagaceae" "Edaphobaculum" NA
"Bacteria" "Planctomycetota" "Planctomycetes" "Gemmatales" "Gemmataceae" NA NA
"Bacteria" "Verrucomicrobiota" "Chlamydiae" "Chlamydiales" "Parachlamydiaceae" "Neochlamydia" NA
"Bacteria" "Planctomycetota" "Planctomycetes" "Pirellulales" "Pirellulaceae" NA NA
"Bacteria" "Planctomycetota" "Planctomycetes" "Gemmatales" "Gemmataceae" NA NA
"Bacteria" "SAR324 clade(Marine group B)" NA NA NA NA NA
"Bacteria" "Myxococcota" "Polyangia" "Polyangiales" "Polyangiaceae" "Pajaroellobacter" NA
"Bacteria" "Myxococcota" "Myxococcia" "Myxococcales" "Myxococcaceae" "KD3-10" NA
"Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Chthoniobacterales" "Chthoniobacteraceae" "Chthoniobacter" NA
"Bacteria" "Planctomycetota" "Phycisphaerae" "Tepidisphaerales" "WD2101 soil group" NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Proteobacteria" "Gammaproteobacteria" "Burkholderiales" NA NA NA
"Bacteria" "Planctomycetota" "vadinHA49" NA NA NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Planctomycetota" "vadinHA49" NA NA NA NA
"Bacteria" "Planctomycetota" "Planctomycetes" "Pirellulales" "Pirellulaceae" NA NA
"Bacteria" "Chloroflexi" "Ktedonobacteria" "C0119" NA NA NA
"Bacteria" "Planctomycetota" "Planctomycetes" "Pirellulales" "Pirellulaceae" NA NA
"Bacteria" "Bacteroidota" "Bacteroidia" "Chitinophagales" "Chitinophagaceae" "Ferruginibacter" NA
"Bacteria" "Verrucomicrobiota" "Chlamydiae" "Chlamydiales" "Parachlamydiaceae" NA NA
"Bacteria" "Bacteroidota" "Bacteroidia" "Sphingobacteriales" "AKYH767" NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Proteobacteria" "Gammaproteobacteria" "Xanthomonadales" "Xanthomonadaceae" "Arenimonas" NA
"Bacteria" "Planctomycetota" "Planctomycetes" "Pirellulales" "Pirellulaceae" "Pirellula" NA
"Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Clostridiaceae" "Clostridium sensu stricto 1" NA
"Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Pedosphaerales" "Pedosphaeraceae" "ADurb.Bin063-1" NA
"Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Pedosphaerales" "Pedosphaeraceae" NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Bdellovibrionota" "Oligoflexia" "0319-6G20" NA NA NA
"Bacteria" "Acidobacteriota" "Vicinamibacteria" "Vicinamibacterales" NA NA NA
"Bacteria" "Acidobacteriota" "Subgroup 22" NA NA NA NA
"Bacteria" "Bacteroidota" "Bacteroidia" "Chitinophagales" "Chitinophagaceae" "Flavisolibacter" NA
"Bacteria" "Acidobacteriota" "Vicinamibacteria" "Vicinamibacterales" "Vicinamibacteraceae" NA NA
"Bacteria" "Proteobacteria" "Gammaproteobacteria" "Burkholderiales" "Oxalobacteraceae" "Pseudoduganella" "eburnea"
"Bacteria" "Actinobacteriota" "Thermoleophilia" "Gaiellales" NA NA NA
"Bacteria" "Acidobacteriota" "Vicinamibacteria" "Vicinamibacterales" "Vicinamibacteraceae" NA NA
"Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Verrucomicrobiales" "Verrucomicrobiaceae" "Roseimicrobium" NA
"Bacteria" "Bacteroidota" "Bacteroidia" "Chitinophagales" "Saprospiraceae" NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Bacteroidota" "Bacteroidia" "Chitinophagales" "Saprospiraceae" NA NA
"Bacteria" "Proteobacteria" "Gammaproteobacteria" NA NA NA NA
"Bacteria" "Patescibacteria" "Parcubacteria" NA NA NA NA
"Bacteria" "Planctomycetota" "Planctomycetes" "Gemmatales" "Gemmataceae" "Gemmata" NA
"Bacteria" "Bacteroidota" "Bacteroidia" "Chitinophagales" "Chitinophagaceae" "Aurantisolimonas" NA
"Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Verrucomicrobiales" "Verrucomicrobiaceae" NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Devosiaceae" "Devosia" NA
"Bacteria" NA NA NA NA NA NA
"Bacteria" "Bacteroidota" "Ignavibacteria" "SJA-28" NA NA NA
"Bacteria" "Acidobacteriota" "Vicinamibacteria" "Vicinamibacterales" "Vicinamibacteraceae" NA NA
"Bacteria" "Proteobacteria" "Gammaproteobacteria" "Gammaproteobacteria Incertae Sedis" "Unknown Family" "Candidatus Ovatusbacter" NA
"Bacteria" "Chloroflexi" "TK10" NA NA NA NA
"Bacteria" "Chloroflexi" "JG30-KF-CM66" NA NA NA NA
"Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Clostridiaceae" "Clostridium sensu stricto 4" NA
"Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Pedosphaerales" "Pedosphaeraceae" NA NA
"Bacteria" "Latescibacterota" NA NA NA NA NA
"Bacteria" "Bacteroidota" "Bacteroidia" "Cytophagales" "Microscillaceae" "Ohtaekwangia" NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Planctomycetota" "Phycisphaerae" "Tepidisphaerales" "WD2101 soil group" NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Xanthobacteraceae" NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Rhodovastum" NA
"Bacteria" "Chloroflexi" "JG30-KF-CM66" NA NA NA NA
"Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Chthoniobacterales" "Chthoniobacteraceae" "Candidatus Udaeobacter" NA
"Bacteria" "Bacteroidota" "Bacteroidia" "Chitinophagales" "Chitinophagaceae" "Aurantisolimonas" NA
"Bacteria" "Actinobacteriota" "Thermoleophilia" "Gaiellales" NA NA NA
"Bacteria" "Bacteroidota" "Bacteroidia" "Sphingobacteriales" "KD3-93" NA NA
"Bacteria" "Bacteroidota" "Bacteroidia" "Cytophagales" "Spirosomaceae" "Spirosoma" NA
"Bacteria" "Bdellovibrionota" "Oligoflexia" "0319-6G20" NA NA NA
"Bacteria" "Bdellovibrionota" "Oligoflexia" "0319-6G20" NA NA NA
"Bacteria" "Elusimicrobiota" "Elusimicrobia" "FCPU453" NA NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Elsterales" NA NA NA
"Bacteria" "Chloroflexi" "TK10" NA NA NA NA
"Bacteria" "Acidobacteriota" "Vicinamibacteria" "Vicinamibacterales" NA NA NA
"Bacteria" "Proteobacteria" "Gammaproteobacteria" "Pseudomonadales" "Pseudomonadaceae" "Pseudomonas" NA
"Bacteria" "Acidobacteriota" "Vicinamibacteria" "Vicinamibacterales" NA NA NA
"Bacteria" "Actinobacteriota" "Actinobacteria" "Frankiales" NA NA NA
"Bacteria" "Proteobacteria" "Gammaproteobacteria" "Pseudomonadales" "Moraxellaceae" "Acinetobacter" NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" "Caulobacter" NA
"Bacteria" "Bdellovibrionota" "Bdellovibrionia" "Bdellovibrionales" "Bdellovibrionaceae" "Bdellovibrio" NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Hyphomonadaceae" "Hirschia" NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodobacterales" "Rhodobacteraceae" "Oceaniovalibus" NA
"Bacteria" "Acidobacteriota" "Acidobacteriae" "Bryobacterales" "Bryobacteraceae" "Bryobacter" NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Opitutales" "Opitutaceae" "Opitutus" NA
"Bacteria" "Myxococcota" "Myxococcia" "Myxococcales" "Anaeromyxobacteraceae" "Anaeromyxobacter" NA
"Bacteria" "Chloroflexi" "Dehalococcoidia" "S085" NA NA NA
"Bacteria" "Proteobacteria" "Gammaproteobacteria" "Diplorickettsiales" "Diplorickettsiaceae" "Aquicella" NA
"Bacteria" "Acidobacteriota" "Vicinamibacteria" "Vicinamibacterales" "Vicinamibacteraceae" NA NA
"Bacteria" "Bacteroidota" "Bacteroidia" "Chitinophagales" "Chitinophagaceae" NA NA
"Bacteria" "Actinobacteriota" "Acidimicrobiia" NA NA NA NA
"Bacteria" "Patescibacteria" "Parcubacteria" NA NA NA NA
"Bacteria" "Planctomycetota" "Phycisphaerae" "Tepidisphaerales" "WD2101 soil group" NA NA
"Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Pedosphaerales" "Pedosphaeraceae" "ADurb.Bin063-1" NA
"Bacteria" "Actinobacteriota" "Thermoleophilia" "Solirubrobacterales" "67-14" NA NA
"Bacteria" "Acidobacteriota" "Subgroup 22" NA NA NA NA
"Bacteria" "Actinobacteriota" "Thermoleophilia" "Solirubrobacterales" "67-14" NA NA
"Bacteria" NA NA NA NA NA NA
"Bacteria" "Myxococcota" "Polyangia" "Haliangiales" "Haliangiaceae" "Haliangium" NA
"Bacteria" "Proteobacteria" "Gammaproteobacteria" "Burkholderiales" "Sutterellaceae" "Parasutterella" "excrementihominis"
"Bacteria" "Planctomycetota" "Planctomycetes" "Planctomycetales" "Schlesneriaceae" "Schlesneria" NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" "Asticcacaulis" NA
"Bacteria" "Bacteroidota" "Bacteroidia" "Sphingobacteriales" "Sphingobacteriaceae" "Pedobacter" "lotistagni"
"Bacteria" "Chloroflexi" "JG30-KF-CM66" NA NA NA NA
"Bacteria" "Acidobacteriota" "Acidobacteriae" "Subgroup 13" NA NA NA
"Bacteria" "Proteobacteria" "Gammaproteobacteria" "Burkholderiales" NA NA NA
"Bacteria" "Planctomycetota" "Planctomycetes" "Gemmatales" "Gemmataceae" NA NA
"Bacteria" "Acidobacteriota" "Blastocatellia" "Blastocatellales" "Blastocatellaceae" NA NA
"Bacteria" "Myxococcota" "Polyangia" "Haliangiales" "Haliangiaceae" "Haliangium" NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiales Incertae Sedis" "Bauldia" NA
"Bacteria" "Planctomycetota" "Planctomycetes" "Gemmatales" "Gemmataceae" NA NA
"Bacteria" "Armatimonadota" "Armatimonadia" "Armatimonadales" NA NA NA
"Bacteria" "Firmicutes" "Clostridia" "Christensenellales" "Christensenellaceae" "Christensenellaceae R-7 group" NA
"Bacteria" "Firmicutes" "Clostridia" "Oscillospirales" "UCG-010" NA NA
"Bacteria" "Acidobacteriota" "Vicinamibacteria" "Vicinamibacterales" NA NA NA
"Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Verrucomicrobiales" "Verrucomicrobiaceae" NA NA
"Bacteria" "Actinobacteriota" "Actinobacteria" "Bifidobacteriales" "Bifidobacteriaceae" "Bifidobacterium" NA
"Bacteria" "Armatimonadota" "Fimbriimonadia" "Fimbriimonadales" "Fimbriimonadaceae" NA NA
"Bacteria" "Bacteroidota" "Bacteroidia" "Cytophagales" "Microscillaceae" NA NA
"Bacteria" "Chloroflexi" "Chloroflexia" "Chloroflexales" "Chloroflexaceae" "FFCH7168" NA
"Bacteria" "Planctomycetota" "Phycisphaerae" "Tepidisphaerales" "WD2101 soil group" NA NA
"Bacteria" "Proteobacteria" "Gammaproteobacteria" "Diplorickettsiales" "Diplorickettsiaceae" NA NA
"Bacteria" "Bacteroidota" "Bacteroidia" "Chitinophagales" "Chitinophagaceae" "Chitinophaga" NA
"Bacteria" "Planctomycetota" "Phycisphaerae" "Phycisphaerales" "Phycisphaeraceae" "SM1A02" NA
